"Staff_ID","Staff_FName","Staff_LName","Dept","Country","Email","Role"
160218,"Eva","Tan","HR","Singapore","Eva.Tan@allinone.com.sg",2
160225,"Sophia","Fu","HR","Singapore","Sophia.Fu@allinone.com.sg",4
160258,"Michael","Tong","HR","Singapore","Michael.Tong@allinone.com.sg",4
160282,"Ethan","Loh","HR","Singapore","Ethan.Loh@allinone.com.sg",4
160283,"Somchai","Kong","HR","Singapore","Somchai.Kong@allinone.com.sg",4
160284,"Rath","Khun","HR","Singapore","Rath.Khun@allinone.com.sg",4
160286,"Chinh","Nguyen","HR","Singapore","Chinh.Nguyen@allinone.com.sg",4
160287,"Yee","Chong","HR","Singapore","Yee.Chong@allinone.com.sg",2
160288,"Heng","Phal","HR","Singapore","Heng.Phal@allinone.com.sg",2
160289,"Sokunthea","Seng","HR","Singapore","Sokunthea.Seng@allinone.com.sg",2
160290,"Champa","Pheap","HR","Singapore","Champa.Pheap@allinone.com.sg",2
160291,"Rahim","Harun","HR","Singapore","Rahim.Harun@allinone.com.sg",2
160293,"Hakim","Sulaiman","HR","Singapore","Hakim.Sulaiman@allinone.com.sg",2
160294,"Trung","Nguyen","HR","Singapore","Trung.Nguyen@allinone.com.sg",2
160295,"Seng","Sao","HR","Singapore","Seng.Sao@allinone.com.sg",2
160296,"Narong","Savoeun","HR","Singapore","Narong.Savoeun@allinone.com.sg",4
160297,"Phuc","Luong","HR","Singapore","Phuc.Luong@allinone.com.sg",2
160298,"Chandara","Tith","HR","Singapore","Chandara.Tith@allinone.com.sg",2
160299,"Soma","Voeun","HR","Singapore","Soma.Voeun@allinone.com.sg",2
160300,"Siv","Sothea","HR","Singapore","Siv.Sothea@allinone.com.sg",2
160301,"Vannak","Samnang","HR","Singapore","Vannak.Samnang@allinone.com.sg",2
160302,"Kumara","Sareth","HR","Singapore","Kumara.Sareth@allinone.com.sg",3
160303,"Sok","Kheng","HR","Singapore","Sok.Kheng@allinone.com.sg",2
160304,"Siti","Yusuf","HR","Singapore","Siti.Yusuf@allinone.com.sg",2
160305,"Chanh","Tith","HR","Singapore","Chanh.Tith@allinone.com.sg",2
160306,"Anh","Van","HR","Singapore","Anh.Van@allinone.com.sg",3
160307,"Priya","Kumar","HR","Singapore","Priya.Kumar@allinone.com.sg",2
160308,"Nanda","Kesavan","HR","Singapore","Nanda.Kesavan@allinone.com.sg",2
160313,"Rithy","Sok","HR","Singapore","Rithy.Sok@allinone.com.sg",4
160314,"Mani","Devi","HR","Singapore","Mani.Devi@allinone.com.sg",4
160315,"Koh","Seng","HR","Singapore","Koh.Seng@allinone.com.sg",4
160316,"Arifin","Saputra","HR","Singapore","Arifin.Saputra@allinone.com.sg",4
160317,"Kumari","Pillai","HR","Singapore","Kumari.Pillai@allinone.com.sg",2
160318,"Narong","Chua","HR","Singapore","Narong.Chua@allinone.com.sg",3
160323,"Thi","Ling","HR","Singapore","Thi.Ling@allinone.com.sg",2
160324,"Vannak","Seng","HR","Singapore","Vannak.Seng@allinone.com.sg",2
160325,"Phuong","Truong","HR","Singapore","Phuong.Truong@allinone.com.sg",2
160326,"Srey","Suon","HR","Singapore","Srey.Suon@allinone.com.sg",2
160328,"Hlaing","Myat","HR","Singapore","Hlaing.Myat@allinone.com.sg",3
160329,"Anh","Vo","HR","Singapore","Anh.Vo@allinone.com.sg",4
160330,"Chin","Chen","HR","Singapore","Chin.Chen@allinone.com.sg",4
160331,"Nara","Loo","HR","Singapore","Nara.Loo@allinone.com.sg",4
160332,"Somchai","Kong","HR","Singapore","Somchai.Kong@allinone.com.sg",4
160333,"Rath","Khun","HR","Singapore","Rath.Khun@allinone.com.sg",4
160334,"Chinh","Nguyen","HR","Singapore","Chinh.Nguyen@allinone.com.sg",2
160335,"Yee","Chong","HR","Singapore","Yee.Chong@allinone.com.sg",3
160336,"Heng","Phal","HR","Singapore","Heng.Phal@allinone.com.sg",2
160337,"Sokunthea","Seng","HR","Singapore","Sokunthea.Seng@allinone.com.sg",2
160338,"Champa","Pheap","HR","Singapore","Champa.Pheap@allinone.com.sg",2
160339,"Rahim","Harun","HR","Singapore","Rahim.Harun@allinone.com.sg",2
170166,"David","Yap","Finance","Singapore","David.Yap@allinone.com.sg",3
170208,"Daniel","Tan","Finance","Singapore","Daniel.Tan@allinone.com.sg",2
170215,"Mary","Wong","Finance","Singapore","Mary.Wong@allinone.com.sg",2
170216,"Jaclyn","Ong","Finance","Singapore","Jaclyn.Ong@allinone.com.sg",2
170232,"Jacob","Tan","Finance","Singapore","Jacob.Tan@allinone.com.sg",2
170233,"Logan","Goh","Finance","Singapore","Logan.Goh@allinone.com.sg",2
170238,"Jackson","Chan","Finance","Singapore","Jackson.Chan@allinone.com.sg",2
170245,"Aiden","Teo","Finance","Singapore","Aiden.Teo@allinone.com.sg",2
170655,"Samuel","Lee","Finance","Singapore","Samuel.Lee@allinone.com.sg",2
170866,"Susan","Lim","Finance","Singapore","Susan.Lim@allinone.com.sg",2
171008,"Janice","Heng","Finance","Singapore","Janice.Heng@allinone.com.sg",2
171009,"Nanda","Kesavan","Finance","Singapore","Nanda.Kesavan@allinone.com.sg",3
171010,"Rithy","Sok","Finance","Singapore","Rithy.Sok@allinone.com.sg",2
171011,"Mani","Devi","Finance","Singapore","Mani.Devi@allinone.com.sg",2
171012,"Koh","Seng","Finance","Singapore","Koh.Seng@allinone.com.sg",2
171013,"Arifin","Saputra","Finance","Singapore","Arifin.Saputra@allinone.com.sg",2
171014,"Kumari","Pillai","Finance","Singapore","Kumari.Pillai@allinone.com.sg",3
171015,"Narong","Chua","Finance","Singapore","Narong.Chua@allinone.com.sg",2
171016,"Thi","Ling","Finance","Singapore","Thi.Ling@allinone.com.sg",2
171017,"Vannak","Seng","Finance","Singapore","Vannak.Seng@allinone.com.sg",2
171018,"Phuong","Truong","Finance","Singapore","Phuong.Truong@allinone.com.sg",3
171022,"Srey","Suon","Finance","Singapore","Srey.Suon@allinone.com.sg",2
171023,"Hlaing","Myat","Finance","Singapore","Hlaing.Myat@allinone.com.sg",2
171024,"Anh","Vo","Finance","Singapore","Anh.Vo@allinone.com.sg",2
171026,"Chin","Chen","Finance","Singapore","Chin.Chen@allinone.com.sg",2
171027,"Nara","Loo","Finance","Singapore","Nara.Loo@allinone.com.sg",2
171029,"Somchai","Kong","Finance","Singapore","Somchai.Kong@allinone.com.sg",3
171030,"Rath","Khun","Finance","Singapore","Rath.Khun@allinone.com.sg",2
171031,"Chinh","Nguyen","Finance","Singapore","Chinh.Nguyen@allinone.com.sg",2
171032,"Yee","Chong","Finance","Singapore","Yee.Chong@allinone.com.sg",2
171033,"Heng","Phal","Finance","Singapore","Heng.Phal@allinone.com.sg",2
171034,"Sokunthea","Seng","Finance","Singapore","Sokunthea.Seng@allinone.com.sg",2
171035,"Champa","Pheap","Finance","Singapore","Champa.Pheap@allinone.com.sg",2
171036,"Rahim","Harun","Finance","Singapore","Rahim.Harun@allinone.com.sg",2
171038,"Hakim","Sulaiman","Finance","Singapore","Hakim.Sulaiman@allinone.com.sg",2
171039,"Trung","Nguyen","Finance","Singapore","Trung.Nguyen@allinone.com.sg",2
171041,"Seng","Sao","Finance","Singapore","Seng.Sao@allinone.com.sg",2
171042,"Narong","Savoeun","Finance","Singapore","Narong.Savoeun@allinone.com.sg",2
171043,"Phuc","Luong","Finance","Singapore","Phuc.Luong@allinone.com.sg",3
171044,"Chandara","Tith","Finance","Singapore","Chandara.Tith@allinone.com.sg",2
171045,"Soma","Voeun","Finance","Singapore","Soma.Voeun@allinone.com.sg",2
171046,"Siv","Sothea","Finance","Singapore","Siv.Sothea@allinone.com.sg",2
171047,"Vannak","Samnang","Finance","Singapore","Vannak.Samnang@allinone.com.sg",2
171048,"Kumara","Sareth","Finance","Singapore","Kumara.Sareth@allinone.com.sg",2
180001,"Ernst","Sim","Consultancy","Singapore","Ernst.Sim@allinone.com.sg",3
180002,"Rithy","Chheng","Consultancy","Singapore","Rithy.Chheng@allinone.com.sg",2
180003,"Mani","Raj","Consultancy","Singapore","Mani.Raj@allinone.com.sg",2
180004,"Sokunthea","Phan","Consultancy","Singapore","Sokunthea.Phan@allinone.com.sg",2
180005,"Mani","Devi","Consultancy","Singapore","Mani.Devi@allinone.com.sg",2
180006,"Somnang","Suon","Consultancy","Singapore","Somnang.Suon@allinone.com.sg",2
180010,"Samsul","Rahman","Consultancy","Singapore","Samsul.Rahman@allinone.com.sg",2
180011,"Rath","Phan","Consultancy","Singapore","Rath.Phan@allinone.com.sg",2
180012,"Ji","Han","Consultancy","Singapore","Ji.Han@allinone.com.sg",3
180013,"Sok","Pich","Consultancy","Singapore","Sok.Pich@allinone.com.sg",2
180014,"Minh","Hoang","Consultancy","Singapore","Minh.Hoang@allinone.com.sg",2
180015,"Anil","Kumar","Consultancy","Singapore","Anil.Kumar@allinone.com.sg",2
180019,"Chinh","Le","Consultancy","Singapore","Chinh.Le@allinone.com.sg",2
180020,"Seng","Seng","Consultancy","Singapore","Seng.Seng@allinone.com.sg",2
180021,"Nanda","Kesavan","Consultancy","Singapore","Nanda.Kesavan@allinone.com.sg",2
180022,"Amirah","Ahmad","Consultancy","Singapore","Amirah.Ahmad@allinone.com.sg",2
180023,"Sokly","Sok","Consultancy","Singapore","Sokly.Sok@allinone.com.sg",2
180025,"Trung","Pham","Consultancy","Singapore","Trung.Pham@allinone.com.sg",2
180026,"Rithya","Suon","Consultancy","Singapore","Rithya.Suon@allinone.com.sg",2
180027,"Phuc","Vo","Consultancy","Singapore","Phuc.Vo@allinone.com.sg",2
180029,"Chandra","Pandey","Consultancy","Singapore","Chandra.Pandey@allinone.com.sg",3
180030,"Manoj","Singh","Consultancy","Singapore","Manoj.Singh@allinone.com.sg",2
180032,"Phalla","Yong","Consultancy","Singapore","Phalla.Yong@allinone.com.sg",2
180033,"Chhaya","Sou","Consultancy","Singapore","Chhaya.Sou@allinone.com.sg",2
180034,"Soma","Lim","Consultancy","Singapore","Soma.Lim@allinone.com.sg",2
180036,"Siv","Sun","Consultancy","Singapore","Siv.Sun@allinone.com.sg",2
180037,"Vannak","Mao","Consultancy","Singapore","Vannak.Mao@allinone.com.sg",2
180038,"Kumara","Seng","Consultancy","Singapore","Kumara.Seng@allinone.com.sg",2
190003,"Sok","Heng","Solutioning","Singapore","Sok.Heng@allinone.com.sg",2
190004,"Siti","Saad","Solutioning","Singapore","Siti.Saad@allinone.com.sg",2
190005,"Chanh","Ly","Solutioning","Singapore","Chanh.Ly@allinone.com.sg",2
190006,"Anh","Truong","Solutioning","Singapore","Anh.Truong@allinone.com.sg",2
190008,"Hakim","Rahman","Solutioning","Singapore","Hakim.Rahman@allinone.com.sg",2
190009,"Priya","Kaur","Solutioning","Singapore","Priya.Kaur@allinone.com.sg",2
190010,"Narong","Chen","Solutioning","Singapore","Narong.Chen@allinone.com.sg",2
190014,"Rin","Sok","Solutioning","Singapore","Rin.Sok@allinone.com.sg",2
190015,"Phuc","Lam","Solutioning","Singapore","Phuc.Lam@allinone.com.sg",2
190016,"Sok","Chin","Solutioning","Singapore","Sok.Chin@allinone.com.sg",2
190017,"Chandara","Kong","Solutioning","Singapore","Chandara.Kong@allinone.com.sg",2
190018,"Phanith","Sok","Solutioning","Singapore","Phanith.Sok@allinone.com.sg",2
190019,"Heng","Sim","Solutioning","Singapore","Heng.Sim@allinone.com.sg",3
190021,"Nanda","Devan","Solutioning","Singapore","Nanda.Devan@allinone.com.sg",2
190022,"Pich","Phan","Solutioning","Singapore","Pich.Phan@allinone.com.sg",2
190024,"Anil","Sarawat","Solutioning","Singapore","Anil.Sarawat@allinone.com.sg",2
190025,"Nguyen","Tuan","Solutioning","Singapore","Nguyen.Tuan@allinone.com.sg",2
190026,"Bao","Kim","Solutioning","Singapore","Bao.Kim@allinone.com.sg",2
190027,"Boun","Sok","Solutioning","Singapore","Boun.Sok@allinone.com.sg",2
190028,"Soma","Khun","Solutioning","Singapore","Soma.Khun@allinone.com.sg",2
190029,"Samsul","Saifullah","Solutioning","Singapore","Samsul.Saifullah@allinone.com.sg",2
190030,"Rina","Li","Solutioning","Singapore","Rina.Li@allinone.com.sg",2
190031,"Mani","Prasad","Solutioning","Singapore","Mani.Prasad@allinone.com.sg",2
190032,"Koh","Seng","Solutioning","Singapore","Koh.Seng@allinone.com.sg",2
190033,"Arifin","Siregar","Solutioning","Singapore","Arifin.Siregar@allinone.com.sg",2
190035,"Kumari","Devi","Solutioning","Singapore","Kumari.Devi@allinone.com.sg",2
190036,"Narong","Khun","Solutioning","Singapore","Narong.Khun@allinone.com.sg",2
190037,"Siti","Abdullah","Solutioning","Singapore","Siti.Abdullah@allinone.com.sg",3
190038,"Heng","Chan","Solutioning","Singapore","Heng.Chan@allinone.com.sg",2
190040,"Rina","Tan","Solutioning","Singapore","Rina.Tan@allinone.com.sg",2
190041,"Boun","Souk","Solutioning","Singapore","Boun.Souk@allinone.com.sg",2
190042,"Aung","Kyaw","Solutioning","Singapore","Aung.Kyaw@allinone.com.sg",2
190043,"Thuy","Nguyen","Solutioning","Singapore","Thuy.Nguyen@allinone.com.sg",2
190044,"Rajesh","Kumar","Solutioning","Singapore","Rajesh.Kumar@allinone.com.sg",2
190045,"Koh","Lim","Solutioning","Singapore","Koh.Lim@allinone.com.sg",2
190046,"Somchai","Somboon","Solutioning","Singapore","Somchai.Somboon@allinone.com.sg",2
190047,"Seng","Lee","Solutioning","Singapore","Seng.Lee@allinone.com.sg",2
190048,"Anh","Tran","Solutioning","Singapore","Anh.Tran@allinone.com.sg",2
190049,"Ratana","Chen","Solutioning","Singapore","Ratana.Chen@allinone.com.sg",2
190050,"Bui","Nguyen","Solutioning","Singapore","Bui.Nguyen@allinone.com.sg",2
190051,"Rahim","Khalid","Solutioning","Singapore","Rahim.Khalid@allinone.com.sg",2
190052,"Dewi","Putri","Solutioning","Singapore","Dewi.Putri@allinone.com.sg",2
190054,"Sokha","Seng","Solutioning","Singapore","Sokha.Seng@allinone.com.sg",2
190055,"Tuan","Nguyen","Solutioning","Singapore","Tuan.Nguyen@allinone.com.sg",2
190056,"Bao","Luu","Solutioning","Singapore","Bao.Luu@allinone.com.sg",2
190057,"Amara","Singh","Solutioning","Singapore","Amara.Singh@allinone.com.sg",2
190058,"Srey","Mao","Solutioning","Singapore","Srey.Mao@allinone.com.sg",2
190059,"Phuc","Le","Solutioning","Singapore","Phuc.Le@allinone.com.sg",3
190064,"Arifin","Saputra","Solutioning","Singapore","Arifin.Saputra@allinone.com.sg",2
190065,"Siti","Salleh","Solutioning","Malaysia","Siti.Salleh@allinone.com.my",2
190066,"Rina","Siriporn","Solutioning","Malaysia","Rina.Siriporn@allinone.com.my",2
190067,"Minh","Ly","Solutioning","Malaysia","Minh.Ly@allinone.com.my",3
190068,"Chandara","Kim","Solutioning","Malaysia","Chandara.Kim@allinone.com.my",2
190069,"Heng","Phan","Solutioning","Indonesia ","Heng.Phan@allinone.com.id",2
190070,"Nara","Khun","Solutioning","Indonesia ","Nara.Khun@allinone.com.id",3
190074,"Priya","Malik","Solutioning","Indonesia ","Priya.Malik@allinone.com.id",2
190075,"Ngoc","Trinh","Solutioning","Indonesia ","Ngoc.Trinh@allinone.com.id",2
190076,"Manoj","Kumar","Solutioning","Indonesia ","Manoj.Kumar@allinone.com.id",2
190077,"Anh","Pham","Solutioning","Vietnam","Anh.Pham@allinone.com.vn",3
190078,"Somsak","Somsri","Solutioning","Vietnam","Somsak.Somsri@allinone.com.vn",2
190079,"Chin","Lim","Solutioning","Vietnam","Chin.Lim@allinone.com.vn",2
190080,"Sok","Chhay","Solutioning","Hong Kong","Sok.Chhay@allinone.com.hk",2
190082,"Tat","Nguyen","Solutioning","Hong Kong","Tat.Nguyen@allinone.com.hk",2
190086,"Hlaing","Sithu","Solutioning","Hong Kong","Hlaing.Sithu@allinone.com.hk",3
190087,"Santhi","Perumal","Solutioning","Hong Kong","Santhi.Perumal@allinone.com.hk",2
190088,"Hakim","Siregar","Solutioning","Hong Kong","Hakim.Siregar@allinone.com.hk",2
190089,"Sirirat","Chaiyaporn","Solutioning","Hong Kong","Sirirat.Chaiyaporn@allinone.com.hk",2
190091,"Chinh","Tran","Solutioning","Singapore","Chinh.Tran@allinone.com.sg",2
190092,"Siti","Ahmad","Solutioning","Singapore","Siti.Ahmad@allinone.com.sg",2
190093,"Chandra","Rai","Solutioning","Singapore","Chandra.Rai@allinone.com.sg",3
190094,"Ratana","Keo","Solutioning","Singapore","Ratana.Keo@allinone.com.sg",2
190095,"Yee","Lim","Solutioning","Singapore","Yee.Lim@allinone.com.sg",2
190096,"Wai","Yong","Solutioning","Singapore","Wai.Yong@allinone.com.sg",2
190097,"Thi","Pham","Solutioning","Singapore","Thi.Pham@allinone.com.sg",2
190098,"Nara","Sok","Solutioning","Singapore","Nara.Sok@allinone.com.sg",2
210001,"Peter","Yap","IT","Singapore","Peter.aypallinone.com.sg",3
210017,"Rithy","Sok","IT","Singapore","Kumara.Sareth@allinone.com.sg",2
210018,"Mani","Devi","IT","Singapore","Rithy.Sok@allinone.com.sg",3
210019,"Koh","Seng","IT","Singapore","Mani.Devi@allinone.com.sg",2
210020,"Arifin","Saputra","IT","Singapore","Koh.Seng@allinone.com.sg",2
210021,"Kumari","Pillai","IT","Singapore","Arifin.Saputra@allinone.com.sg",2
210022,"Narong","Chua","IT","Singapore","Kumari.Pillai@allinone.com.sg",2
210023,"Thi","Ling","IT","Singapore","Narong.Chua@allinone.com.sg",2
210024,"Vannak","Seng","IT","Singapore","Thi.Ling@allinone.com.sg",2
210025,"Phuong","Truong","IT","Singapore","Vannak.Seng@allinone.com.sg",2
210026,"Srey","Suon","IT","Singapore","Phuong.Truong@allinone.com.sg",2
210027,"Hlaing","Myat","IT","Singapore","Srey.Suon@allinone.com.sg",2
210028,"Anh","Vo","IT","Singapore","Hlaing.Myat@allinone.com.sg",3
210029,"Chin","Chen","IT","Singapore","Anh.Vo@allinone.com.sg",2
210030,"Nara","Loo","IT","Singapore","Chin.Chen@allinone.com.sg",2
210031,"Somchai","Kong","IT","Singapore","Nara.Loo@allinone.com.sg",2
210032,"Rath","Khun","IT","Singapore","Somchai.Kong@allinone.com.sg",2
210033,"Chinh","Nguyen","IT","Singapore","Rath.Khun@allinone.com.sg",2
210034,"Yee","Chong","IT","Singapore","Chinh.Nguyen@allinone.com.sg",2
210035,"Heng","Phal","IT","Singapore","Yee.Chong@allinone.com.sg",2
210036,"Sokunthea","Seng","IT","Singapore","Heng.Phal@allinone.com.sg",2
210037,"Champa","Pheap","IT","Singapore","Sokunthea.Seng@allinone.com.sg",2
210038,"Rahim","Harun","IT","Singapore","Champa.Pheap@allinone.com.sg",2
210039,"Hakim","Sulaiman","IT","Singapore","Rahim.Harun@allinone.com.sg",2
210040,"Trung","Nguyen","IT","Singapore","Hakim.Sulaiman@allinone.com.sg",2
210041,"Seng","Sao","IT","Singapore","Trung.Nguyen@allinone.com.sg",2
210042,"Narong","Savoeun","IT","Singapore","Seng.Sao@allinone.com.sg",2
210043,"Phuc","Luong","IT","Singapore","Narong.Savoeun@allinone.com.sg",2
210044,"Chandara","Tith","IT","Singapore","Phuc.Luong@allinone.com.sg",2
